ID Empleado,Edad,Género,Antigüedad en la Empresa,Rol de Trabajo,Ingreso Mensual,Balance Trabajo-Vida,Satisfacción del Trabajo,Desempeño,Número de Promociones,Horas Extras,Distancia a Casa,Nivel de Educación,Estado Civil,Número de Dependientes,Nivel de Trabajo,Tamaño de Empresa,Meses desde el último evento,Trabajo Remoto,Oportunidades de Liderazgo,Oportunidades de Innovación,Reputación de la Empresa,Reconocimiento a Empleado,Deserción
36610,40,0,11,4,7847,1,1,3,1,0,65,0,0,0,1,1,32,0,0,0,1,0,1
18200,57,0,27,3,13552,3,2,2,2,1,5,0,2,0,1,0,84,0,0,0,1,0,0
61998,29,0,3,1,4461,2,2,2,1,1,77,2,2,1,1,0,17,0,0,0,1,0,1
2101,38,0,11,1,3674,2,2,2,0,1,83,4,2,0,1,1,65,0,0,0,3,0,1
73370,33,0,5,0,6923,2,2,1,2,1,63,2,0,0,2,1,24,0,0,0,0,1,1
10294,53,1,15,4,6799,1,3,0,2,0,84,2,1,3,0,2,75,0,0,0,1,0,0
33003,47,0,21,1,5844,3,3,2,1,1,83,3,2,0,2,1,74,0,0,0,1,0,0
60949,41,1,4,4,10535,3,1,2,2,0,85,2,2,3,0,0,37,1,0,0,0,0,0
54337,31,0,4,4,6345,0,1,2,0,1,8,2,1,0,1,0,10,0,0,0,3,2,1
58284,47,0,10,3,5646,3,3,2,0,1,62,3,2,2,0,1,55,0,0,0,1,2,0
55622,36,1,14,0,5813,3,1,2,0,0,50,2,1,4,0,0,61,0,0,0,1,0,0
62492,18,1,2,2,9293,1,3,3,1,0,11,3,1,2,1,1,46,0,0,0,3,0,1
23555,27,0,5,1,3918,0,2,3,0,1,68,1,0,0,1,2,25,0,0,0,2,1,1
47378,53,0,30,1,4554,2,1,2,1,0,17,0,1,1,1,1,62,0,0,0,1,2,0
18136,38,0,9,0,5816,1,2,2,1,0,24,1,2,4,0,0,78,0,0,0,3,1,1
57506,39,0,5,2,10935,3,1,2,3,0,34,2,0,2,0,1,7,0,0,0,1,1,0
27748,34,0,1,3,5691,1,3,2,0,0,40,3,1,1,0,1,50,0,0,0,1,0,0
51169,50,0,13,4,8251,1,1,2,0,0,20,2,2,2,1,2,17,0,0,0,0,2,1
34774,58,1,2,1,4390,2,3,2,2,0,95,3,2,1,0,0,42,0,0,0,1,0,1
52390,30,0,5,3,8405,1,2,0,2,1,45,0,1,4,2,1,25,0,0,0,3,0,0
20809,56,0,25,3,8982,1,2,2,0,0,6,3,1,1,1,0,71,0,0,0,2,1,1
29321,47,0,28,2,8238,1,2,0,0,1,31,2,2,5,1,0,95,0,0,0,1,2,0
2258,48,0,13,4,8333,1,0,2,0,0,65,2,1,0,0,0,89,0,0,0,1,0,1
38343,46,1,11,4,7052,1,2,2,3,0,29,1,1,1,1,0,35,0,0,0,2,0,0
54121,33,0,12,4,8441,3,2,3,0,1,51,1,1,0,1,0,38,0,0,0,1,0,0
67056,58,0,22,2,7664,2,1,2,2,1,34,0,2,2,0,0,90,0,0,0,1,0,1
25600,35,0,2,1,4220,3,1,3,2,0,90,1,1,0,0,0,45,0,1,0,1,2,0
18972,35,0,6,2,11120,2,2,2,0,1,34,1,1,1,1,1,21,0,0,0,0,2,1
17509,23,1,6,3,11542,1,2,2,0,0,87,3,2,1,1,1,83,0,0,0,0,1,1
66853,36,0,9,1,5003,1,3,2,0,0,11,3,2,1,0,0,17,0,1,0,0,2,1
63116,33,0,5,1,4538,2,2,2,0,1,60,1,1,3,0,1,12,0,0,0,1,1,0
54041,42,1,22,2,6706,1,2,3,1,1,28,2,1,1,1,2,40,0,1,0,1,0,1
58273,28,0,1,0,5984,2,1,2,0,0,14,1,0,2,0,0,40,0,0,0,0,3,0
15373,28,1,1,0,6120,2,3,2,0,0,50,2,2,1,1,1,35,0,0,1,0,0,1
12181,54,1,34,2,7326,0,2,3,2,0,33,0,0,1,0,1,89,0,0,0,1,0,0
62369,20,0,1,3,8480,2,1,2,0,0,94,2,2,5,1,0,76,1,0,0,0,0,0
48696,53,0,18,4,8113,1,3,2,0,1,62,2,0,6,1,0,71,0,0,0,2,2,1
2225,30,0,7,2,8316,1,2,2,2,1,9,3,1,0,0,0,81,1,0,0,0,1,0
43149,46,1,16,2,11570,2,2,3,0,1,2,1,2,2,1,2,37,0,0,0,1,1,1
16210,49,0,10,3,5686,1,3,3,2,1,59,0,0,0,0,1,78,1,0,0,1,1,1
5572,49,0,23,4,9386,3,1,2,2,0,3,3,1,3,0,1,34,1,0,0,0,0,0
5794,43,0,7,0,4616,3,2,2,0,1,40,0,1,1,1,0,81,0,0,0,0,0,1
53385,54,0,4,4,9262,2,0,2,0,0,41,2,2,3,2,2,67,0,0,0,1,1,0
32403,32,0,7,2,9747,0,2,2,1,1,40,1,1,0,2,1,66,0,0,0,2,1,0
71275,43,1,7,1,5082,3,2,3,1,0,35,1,2,3,0,0,48,0,0,0,1,2,0
19009,28,0,7,2,6893,3,1,2,2,0,30,1,1,1,1,0,9,0,0,0,2,2,0
55104,42,1,20,0,6047,3,1,1,1,0,69,2,0,0,1,0,27,1,0,0,1,0,0
35206,56,0,27,4,9332,2,2,1,3,0,58,1,2,3,0,2,56,0,0,0,0,2,0
22441,38,0,18,1,5000,0,1,2,2,0,10,2,2,4,1,0,51,0,0,0,0,1,0
58162,26,0,10,3,6396,2,3,3,2,1,57,3,2,2,1,0,76,0,0,0,3,2,1
62552,42,0,19,4,8276,2,2,2,1,1,56,1,1,2,1,1,44,1,0,1,1,1,0
26918,38,1,7,0,5220,3,2,2,0,0,8,1,0,1,1,1,79,0,0,0,1,0,1
44758,59,1,21,1,4651,1,2,3,1,0,45,1,2,2,2,1,76,0,0,1,0,2,0
68704,59,0,40,0,5656,2,2,2,2,0,90,1,1,0,1,0,84,0,0,1,1,1,1
54239,39,1,16,1,5166,0,3,1,2,1,22,1,2,1,1,2,32,0,0,0,1,1,1
48689,45,1,15,4,6654,3,2,2,0,0,24,3,1,0,0,2,60,0,1,1,2,2,0
7017,35,0,10,0,6425,3,0,1,1,0,84,0,2,0,0,0,43,1,0,0,3,0,0
46155,52,0,15,0,7131,2,2,2,2,0,46,3,2,1,1,1,50,1,0,0,2,0,0
48767,28,0,12,0,5622,2,2,2,2,0,8,2,1,1,0,1,36,0,1,0,1,3,0
45410,54,1,37,2,7433,1,2,2,2,0,56,0,2,4,0,0,60,1,0,0,2,0,0
15650,43,1,13,1,5064,2,2,2,0,0,79,4,2,0,2,1,35,0,0,0,3,0,0
71127,30,0,5,0,5956,2,2,3,0,1,79,0,2,4,0,2,16,0,0,0,1,2,0
16238,52,0,9,4,8765,1,2,1,0,1,71,3,1,4,0,1,32,1,0,0,1,3,0
73939,29,1,2,0,4563,1,3,1,0,0,93,1,1,0,2,1,77,0,0,0,1,1,1
12146,53,1,34,4,7553,2,2,2,0,0,68,1,1,1,0,0,52,1,1,0,3,0,0
38334,45,0,28,1,3493,1,0,3,2,0,10,2,1,5,0,0,44,0,0,0,0,0,1
30751,56,0,20,2,7827,2,1,0,1,1,97,0,2,6,0,0,61,0,0,0,1,1,1
34325,39,0,6,1,4119,2,1,3,0,0,73,1,1,0,0,2,51,0,0,0,0,0,1
22174,35,0,2,1,4887,0,2,2,0,1,84,1,1,5,1,1,39,0,0,0,1,1,1
15593,42,0,11,1,3515,2,1,2,0,1,32,4,1,1,0,0,20,0,0,0,3,1,0
67905,48,0,1,3,9626,1,2,2,1,0,4,3,1,4,2,0,50,1,0,1,0,0,0
28455,50,1,3,1,4268,3,2,2,2,0,92,3,2,4,0,1,52,0,0,0,1,0,1
23783,21,1,4,0,4882,3,1,2,0,1,73,0,1,0,1,2,49,0,0,0,0,3,0
58395,33,1,7,2,9437,1,0,2,0,1,57,1,2,1,2,0,81,0,0,0,3,1,1
17623,52,0,3,3,7961,3,0,2,0,0,96,3,1,3,1,2,78,0,0,0,3,0,1
68488,51,0,23,2,11626,2,2,2,0,1,16,1,2,4,0,0,100,0,0,0,1,1,0
10351,45,0,16,2,8410,1,2,2,0,1,77,1,2,4,1,2,73,0,0,0,3,2,1
63672,27,0,6,0,6059,3,3,2,0,0,48,3,1,3,0,0,59,0,0,1,1,1,0
46093,23,0,5,1,4144,1,2,2,0,0,77,0,1,2,0,0,56,0,0,0,1,1,1
56700,25,1,2,2,9491,3,2,2,0,0,97,2,1,1,2,0,57,0,0,0,3,1,0
12450,51,0,15,1,4136,0,2,2,2,0,28,0,1,0,1,1,80,0,0,0,3,3,0
59767,48,1,26,1,4389,2,1,2,1,0,37,1,1,1,1,0,32,0,0,0,2,2,1
71313,59,0,27,2,10043,3,1,2,0,0,14,2,1,0,1,1,81,0,0,0,1,0,0
70722,46,0,28,4,7310,2,2,2,2,1,44,1,2,2,2,1,44,0,0,0,0,0,1
28221,19,0,3,0,6184,0,0,2,1,0,94,0,1,1,1,1,55,0,0,0,0,0,1
10208,19,1,1,2,9390,2,2,1,2,0,68,2,1,3,1,1,54,0,0,0,3,0,1
32956,42,1,5,3,9597,3,2,2,1,1,19,2,1,2,0,1,63,0,0,0,3,1,0
41870,42,0,23,4,6702,3,2,2,0,1,67,1,2,0,1,0,97,0,0,1,3,3,1
66635,22,0,2,3,8557,2,2,2,1,0,1,0,1,3,1,2,14,0,0,0,1,1,0
1382,54,0,15,1,4704,2,2,2,0,0,50,3,0,0,0,2,43,0,0,0,1,1,0
8606,35,1,15,4,10610,0,3,0,0,0,16,2,2,0,2,0,17,0,0,0,1,2,1
54190,45,1,8,0,6009,3,1,2,1,0,14,2,1,0,1,1,73,1,0,1,1,0,0
21282,48,0,13,3,7104,0,3,2,0,0,50,1,1,0,1,2,52,0,0,0,0,2,1
11391,20,0,3,2,8143,2,3,2,2,0,2,2,1,1,0,2,32,0,0,0,1,0,0
41161,41,1,7,4,8317,2,3,1,1,0,8,0,2,2,1,0,71,0,0,0,3,2,1
8069,49,0,3,4,6939,1,2,2,2,1,8,1,2,3,0,1,82,0,0,0,1,1,1
9765,58,1,33,4,7104,2,2,1,0,0,85,2,1,3,1,0,82,0,0,1,0,3,1
32793,43,0,23,4,8387,3,3,2,0,0,41,3,2,1,1,1,33,0,0,1,1,1,0
68900,39,1,15,2,9735,2,1,2,2,0,53,0,2,2,1,1,90,0,0,0,1,2,1
66625,46,0,26,0,5810,2,3,2,0,0,88,1,1,0,1,0,70,1,0,0,0,0,0
12867,46,1,18,4,6652,1,2,1,0,1,67,3,2,0,2,1,68,0,1,0,2,1,1
11591,38,0,7,3,11275,0,2,0,3,0,29,4,1,0,1,1,40,0,0,0,1,0,0
73711,43,0,14,0,6577,3,0,0,0,0,84,2,0,0,0,2,31,0,0,0,3,1,1
10504,41,0,8,4,9247,2,2,1,0,1,91,0,2,0,0,2,43,0,0,1,0,2,0
27811,51,1,20,3,10700,1,1,2,0,1,43,1,1,0,2,0,67,0,0,0,3,0,1
56623,39,0,10,3,9455,2,2,2,0,0,64,2,1,3,1,1,77,0,0,0,3,0,0
58654,45,0,26,3,10787,3,1,2,0,0,2,1,2,3,0,0,42,0,0,0,0,0,1
17612,32,1,3,2,9379,0,1,2,2,1,47,2,0,1,0,0,81,0,0,0,0,1,1
26944,38,0,9,4,9174,1,3,3,0,1,79,1,1,1,2,1,17,0,0,0,0,1,0
22314,42,0,20,1,5022,0,1,2,2,0,25,0,2,1,1,0,28,1,0,0,3,1,1
19338,41,0,14,0,5144,2,2,3,3,1,46,3,2,0,0,0,37,0,0,0,1,2,0
27104,50,1,3,2,5539,2,2,2,0,1,23,2,1,1,1,1,42,0,0,1,1,1,1
51920,37,1,3,0,5689,3,2,0,1,0,26,2,2,0,0,1,5,0,0,1,1,0,0
50877,45,0,13,4,7168,2,2,2,0,0,75,2,0,0,0,2,43,0,0,0,2,0,0
25519,18,0,1,1,4274,0,3,2,1,0,15,2,1,3,1,0,22,0,1,0,1,1,1
68027,43,1,3,2,9133,2,2,2,0,1,56,1,1,0,2,1,22,0,0,0,0,0,0
21827,25,1,1,2,6963,2,0,2,2,0,58,2,1,3,0,0,67,0,1,0,0,3,1
48934,51,0,2,0,5028,2,3,2,2,0,45,0,0,3,0,1,57,0,0,0,1,0,0
40511,48,0,11,0,6206,3,1,1,2,0,72,3,1,4,0,0,82,0,0,0,2,1,0
2385,49,1,4,4,8422,2,3,2,0,0,68,0,0,1,0,0,58,0,0,0,2,0,0
8017,35,0,5,2,10779,3,1,2,2,1,78,2,0,3,1,1,30,0,0,1,1,2,0
48457,50,1,9,2,8077,2,3,1,3,0,67,2,1,2,1,0,84,0,0,0,1,0,0
19504,47,0,13,2,9827,1,0,1,1,1,11,2,1,3,2,0,48,0,0,0,1,0,0
53411,42,0,12,2,8376,1,1,1,0,1,6,1,1,1,1,1,37,0,0,0,0,1,1
41863,42,0,1,3,10654,2,2,2,2,0,15,4,2,0,2,0,6,0,0,0,1,0,0
51972,47,0,7,2,9219,2,2,2,2,0,11,0,1,0,0,2,50,0,0,0,1,1,0
28399,43,1,2,1,3918,2,2,3,1,0,16,0,0,0,1,0,6,1,0,0,1,1,0
71874,32,0,9,0,6019,1,2,2,1,0,61,3,2,0,0,2,17,1,0,0,1,0,1
18355,31,1,11,4,9376,3,3,2,2,1,50,3,1,2,0,0,71,0,0,0,1,3,1
21084,33,1,13,3,7591,2,2,3,3,0,45,1,1,1,1,2,90,0,0,1,2,0,0
69339,55,1,6,1,3131,2,2,2,3,1,77,1,2,0,0,2,80,0,0,0,2,0,1
55221,25,1,3,4,8494,2,2,2,0,1,48,0,2,3,0,1,50,0,0,1,0,2,1
30387,37,0,10,0,6071,3,1,2,2,0,56,2,1,1,2,0,82,1,0,0,1,1,0
36594,46,0,26,2,10235,2,3,2,0,1,83,1,1,1,0,0,88,0,0,0,1,1,0
73193,49,1,8,2,11849,3,0,2,0,0,73,1,2,0,0,0,39,0,0,0,3,1,0
62155,28,0,8,3,7634,3,0,3,0,0,35,2,0,1,2,0,29,0,0,0,3,0,0
2455,30,0,10,4,8530,1,2,2,0,0,5,0,1,5,2,0,76,0,0,0,3,0,0
58955,43,1,13,2,4924,3,2,2,0,0,51,3,2,2,0,0,31,0,0,0,0,0,1
56116,47,0,5,1,4519,1,0,1,1,1,86,2,2,1,0,0,61,0,0,0,0,2,1
38636,40,0,3,4,8585,2,3,2,1,0,22,3,1,0,0,0,11,0,0,1,1,2,0
60012,50,1,14,4,8500,3,2,2,0,1,67,0,0,1,1,0,46,0,0,1,1,0,1
66419,55,0,8,0,5097,3,2,2,0,1,30,3,0,1,1,0,55,0,0,1,1,0,0
48652,52,0,19,0,6424,2,1,2,0,1,99,2,2,3,0,0,47,0,0,0,0,2,1
29690,46,1,3,1,4026,2,3,1,0,0,96,3,1,3,1,0,41,0,0,1,2,2,1
16860,50,1,2,2,10566,3,2,2,2,0,6,2,1,2,2,1,23,0,0,0,3,1,0
26087,24,0,5,1,4083,2,1,2,1,1,24,1,2,1,0,0,63,0,0,0,1,2,0
55691,47,0,30,3,8612,2,2,0,0,0,20,0,2,1,1,0,45,1,0,1,1,0,1
3631,31,1,2,0,6014,2,3,1,2,0,61,3,2,1,1,0,70,0,0,0,0,1,1
1709,43,0,19,2,9298,2,2,2,0,1,96,1,2,2,0,0,38,0,0,0,2,0,0
26422,18,1,1,0,5648,1,2,3,0,1,15,1,1,0,0,2,21,0,0,0,1,1,1
24843,37,1,18,0,4995,0,2,3,0,0,74,1,0,2,2,1,52,1,0,0,1,2,0
38976,39,1,7,3,9840,2,2,2,0,1,60,0,1,4,0,0,10,0,0,0,1,0,1
1308,27,0,10,2,11579,1,2,2,1,0,13,2,0,1,0,0,50,0,0,1,1,1,0
18952,50,0,20,3,10280,3,2,3,0,0,48,3,1,1,0,0,95,0,0,0,0,0,0
58343,46,1,28,4,9186,1,2,0,0,1,49,2,1,2,0,0,94,0,0,0,1,2,1
44696,52,1,25,0,5696,1,1,2,1,1,38,4,2,2,2,1,48,0,0,0,1,2,0
46841,37,0,13,2,7747,3,0,1,2,1,60,0,1,3,0,1,66,1,0,0,3,1,0
55569,53,0,27,2,7995,3,2,2,0,1,94,0,1,4,1,0,41,0,0,1,1,2,0
39421,59,0,4,2,9764,3,2,2,0,1,60,3,0,0,1,1,6,1,0,0,1,0,0
13284,44,1,23,4,6838,1,3,2,2,1,64,3,2,0,1,0,26,1,0,0,3,0,1
64354,25,0,2,3,9938,1,1,2,1,0,6,3,1,4,1,2,21,0,0,0,1,2,0
37773,48,0,24,4,7929,2,1,2,1,0,45,2,1,2,2,0,34,1,0,0,2,1,0
55779,43,1,19,3,5227,0,2,1,1,0,31,2,1,1,0,2,56,0,0,0,1,2,0
359,40,0,24,2,9063,1,2,2,0,0,2,0,2,5,0,2,50,1,0,1,0,2,1
139,32,1,11,1,4578,3,1,2,0,0,44,3,2,4,1,0,29,0,0,1,1,1,1
62444,39,0,1,2,8993,1,2,2,2,1,63,3,1,3,0,1,8,0,0,0,1,1,1
43950,59,0,28,3,14839,1,2,2,0,1,4,2,1,0,2,2,48,0,0,0,1,3,0
341,50,1,18,1,4727,2,2,0,2,0,58,2,2,1,1,0,61,1,0,0,1,2,1
70394,36,0,2,4,9731,2,2,2,2,0,46,0,1,2,2,0,81,0,0,0,1,0,0
56883,54,0,13,4,7417,1,2,3,0,0,33,1,0,0,0,0,75,0,0,1,0,2,0
9570,26,0,7,2,8718,2,2,2,0,1,30,0,1,4,1,2,71,0,0,0,3,2,0
64387,43,1,20,2,8333,2,1,2,0,0,72,1,1,1,1,2,96,0,0,0,0,0,1
50099,45,0,10,0,5700,1,3,3,0,1,39,2,1,1,1,1,83,0,0,1,0,3,1
5499,21,1,3,3,7419,2,2,2,1,1,40,1,1,3,0,1,8,0,0,0,1,0,0
8557,37,1,11,0,6817,3,2,2,0,0,41,2,1,0,1,0,28,1,0,0,1,0,0
1933,36,0,12,3,10070,2,1,2,2,1,40,3,0,3,0,0,15,0,0,0,1,2,0
2353,22,1,4,4,8292,1,2,2,0,0,7,0,1,0,1,0,28,1,0,0,3,2,0
3237,37,0,16,3,5293,1,1,2,1,1,48,2,2,2,1,0,36,1,0,0,1,0,0
27717,20,0,4,2,8645,1,1,1,0,1,65,1,1,0,1,0,12,0,0,0,1,1,1
36576,30,1,11,4,8566,2,2,3,0,0,23,2,1,1,1,1,32,0,1,0,0,0,0
71156,43,1,6,0,6427,2,0,3,2,1,97,3,1,3,0,2,13,0,0,0,1,1,1
14974,27,1,9,4,7740,2,2,3,0,1,44,1,1,1,0,0,52,1,0,0,1,0,0
63919,52,0,10,4,7748,2,2,1,3,1,92,1,1,1,0,0,89,0,0,0,3,0,0
61517,51,0,32,4,6702,2,2,2,2,0,37,2,2,2,0,2,98,1,0,0,2,0,0
25373,50,1,8,3,9434,0,3,3,2,1,41,2,1,0,1,2,10,0,0,0,0,0,1
66322,59,1,2,4,6986,1,0,3,2,0,71,0,1,4,2,1,53,0,0,0,0,1,0
30404,46,0,28,1,5064,1,1,2,0,0,83,2,2,4,0,1,46,0,0,0,3,2,0
23174,20,1,3,2,7723,1,2,3,1,0,59,0,1,1,1,0,26,0,0,0,0,0,1
27735,36,1,9,2,5647,0,2,2,3,0,50,2,0,5,2,0,46,0,0,1,1,0,0
31779,30,1,4,1,4114,3,2,2,0,1,64,2,2,0,2,0,41,0,0,0,2,0,1
8037,38,0,10,1,3887,3,2,2,0,0,24,2,2,4,0,0,70,0,0,0,3,0,1
22053,55,0,1,0,5962,2,1,3,0,1,93,2,1,3,1,1,25,0,0,0,1,2,1
2170,28,1,2,4,8092,1,3,2,0,1,40,2,1,0,2,1,31,1,0,0,1,1,0
53162,25,1,8,3,6275,3,1,2,2,0,34,0,0,1,0,2,67,0,0,0,1,0,0
18694,56,1,1,1,5034,1,2,2,0,0,6,1,1,1,1,1,74,0,0,0,3,0,1
26418,56,1,25,0,5124,2,1,0,0,0,65,0,1,2,0,0,45,0,0,0,1,2,0
37227,52,1,8,0,5774,2,3,1,0,0,9,2,1,3,0,0,69,0,0,0,1,3,1
7598,56,0,29,0,6768,0,3,2,2,1,17,3,1,2,2,0,79,0,0,0,2,1,1
19800,46,1,29,3,10364,2,3,2,0,0,71,3,2,3,0,0,108,0,0,0,1,2,1
7070,32,1,6,3,7106,3,3,2,2,1,58,2,1,2,0,0,49,0,0,0,1,1,0
42418,39,0,7,3,6604,2,2,2,4,0,20,3,1,2,1,1,10,1,0,0,1,2,0
5745,41,0,4,3,10247,0,1,2,0,0,77,2,1,4,0,2,18,0,0,0,0,0,0
48516,22,1,1,0,6293,0,2,2,2,0,64,2,2,1,1,2,12,1,0,0,0,0,1
8768,44,1,11,1,2211,2,1,2,1,0,4,3,1,3,1,0,74,0,0,0,3,2,1
47499,39,0,11,1,4297,2,3,0,2,0,97,1,1,1,2,0,13,0,0,0,1,2,0
17298,33,1,3,4,8506,2,2,1,0,0,11,3,2,0,1,0,59,0,0,0,1,1,1
40380,21,1,4,1,3658,1,1,0,0,0,28,1,1,1,0,2,31,0,0,0,0,1,1
71443,56,0,10,4,9800,1,3,2,3,0,65,0,0,4,1,1,66,0,0,0,0,0,1
44180,31,1,5,2,9175,2,3,2,2,0,32,2,2,3,0,1,57,1,0,0,1,1,1
21313,57,0,7,1,4783,1,1,3,2,0,75,3,0,2,1,2,58,1,0,0,3,2,0
39333,26,0,4,2,11167,3,2,0,3,0,49,1,1,1,2,0,32,0,0,0,1,0,0
68804,59,0,12,4,7127,2,3,3,0,1,55,3,1,1,0,0,45,0,0,0,3,1,1
40604,25,0,4,2,8050,1,1,2,2,0,27,1,1,2,2,2,60,1,0,0,3,0,0
45735,51,0,33,4,7483,0,2,2,0,0,96,2,1,3,0,2,61,1,0,0,0,1,0
66678,49,0,20,1,3687,1,1,2,0,0,74,1,2,0,1,0,75,0,0,0,3,0,1
47776,39,0,15,3,5619,3,1,0,3,0,12,4,2,0,0,0,42,1,0,0,0,2,0
64048,33,0,4,1,3880,0,0,2,0,0,79,4,1,2,0,0,46,0,0,0,1,0,0
15435,22,1,1,3,4674,0,1,1,1,1,30,4,0,3,1,0,20,0,0,0,1,3,0
68671,26,0,9,0,6108,1,0,2,0,0,66,1,2,1,2,2,56,0,0,0,0,2,0
54313,31,1,2,3,8551,1,3,1,0,1,81,3,1,1,1,2,68,0,0,0,1,0,1
39759,50,0,23,1,3903,2,3,2,0,0,48,3,1,1,2,1,60,0,0,1,1,1,0
52396,52,0,15,2,7091,2,3,3,0,0,72,3,2,0,0,1,73,0,0,0,2,2,1
42850,58,1,20,4,8890,0,2,1,3,1,21,3,1,4,0,2,48,1,0,1,0,2,0
62494,34,1,2,4,7418,1,2,2,3,0,75,2,1,1,1,0,53,0,0,0,0,2,1
36789,21,0,2,2,9499,0,3,2,1,0,53,2,2,4,1,1,30,1,0,0,1,0,1
36269,18,0,2,2,8310,1,2,2,0,0,69,0,1,4,1,2,76,0,0,0,2,2,1
17515,59,1,38,4,7991,2,1,1,0,1,57,1,2,0,2,0,104,1,0,0,1,2,0
10517,27,1,8,1,3585,3,2,2,0,0,57,0,2,5,0,0,74,0,0,0,1,3,1
7462,35,0,3,2,9654,1,1,3,0,0,42,2,2,1,1,0,20,0,0,1,1,2,1
38393,22,0,1,1,3926,1,2,3,2,0,53,1,2,0,0,1,5,0,0,0,1,0,1
50584,22,0,1,1,5180,1,3,3,0,0,89,1,1,0,0,0,32,0,0,0,2,0,1
37438,59,0,16,1,5783,1,3,2,0,1,53,2,1,3,0,0,36,0,0,0,0,0,1
38245,32,0,5,0,7013,3,1,2,0,0,70,3,1,2,2,2,17,0,0,0,0,0,0
31706,41,0,19,0,5512,2,2,2,2,0,75,2,1,4,1,2,58,0,0,0,3,1,0
67535,52,1,15,0,6585,1,1,2,0,1,51,1,1,3,0,1,22,0,0,0,1,2,1
34625,58,1,3,0,5715,1,2,1,0,0,23,2,1,2,0,2,38,0,0,1,0,2,1
2283,54,0,32,1,3603,2,1,3,2,0,54,2,2,1,1,0,61,0,0,0,1,1,1
6032,44,0,16,4,8708,2,2,3,0,0,35,1,1,2,0,0,51,0,0,0,1,2,0
33155,41,0,8,2,7074,2,2,2,4,1,5,0,2,3,1,0,76,0,0,0,1,1,1
30374,29,1,8,3,8358,2,2,1,0,0,54,3,2,1,0,2,80,1,0,0,1,2,0
19540,20,1,2,0,6029,3,1,2,0,0,15,2,1,4,0,0,72,0,0,0,1,1,0
17155,24,0,3,1,4315,0,2,2,3,1,6,3,1,0,2,1,54,1,0,0,1,1,0
46620,44,0,19,4,7316,3,2,1,1,0,73,0,2,0,2,0,23,0,0,0,1,1,0
64201,27,1,1,1,5607,1,1,3,2,0,77,2,2,3,2,0,55,0,0,0,1,2,1
70195,49,1,12,4,9209,0,3,3,0,1,33,3,2,1,1,0,24,0,0,0,1,1,1
34611,43,0,7,1,5528,1,1,3,0,0,61,1,0,0,1,1,45,0,1,0,0,0,1
61351,53,1,26,2,8282,1,3,3,0,1,71,4,1,5,1,0,91,0,0,0,1,1,0
19087,31,1,12,1,4353,1,2,2,0,0,5,3,1,3,0,1,27,0,0,0,0,1,1
44410,56,0,5,4,6518,2,0,3,0,0,15,3,1,3,0,2,71,0,0,0,1,1,0
16716,50,1,8,3,10223,2,0,2,0,1,91,3,1,0,0,2,46,0,0,0,1,0,1
10652,40,0,8,2,9432,2,2,2,0,0,52,2,0,2,0,2,84,0,0,0,1,0,1
34543,45,0,3,4,8017,1,0,2,2,0,37,4,2,1,1,0,43,0,0,0,1,1,1
38212,59,0,9,1,4139,1,1,0,0,0,78,3,2,1,2,1,50,1,0,0,1,2,0
72862,38,0,8,3,14406,2,3,2,2,0,46,2,2,2,0,1,78,0,0,0,0,0,0
3761,24,0,7,3,8506,1,2,1,0,0,60,1,1,2,1,0,76,0,0,0,3,1,1
73257,50,1,18,2,10383,1,2,3,0,1,58,3,2,0,1,2,61,0,0,0,0,0,1
35821,29,0,5,4,7226,2,1,2,2,0,65,2,1,4,2,1,49,1,0,1,1,1,0
52894,54,0,24,3,7928,1,2,3,1,0,15,2,1,0,1,0,90,0,0,0,3,0,0
37384,33,0,10,2,10329,0,3,1,1,0,51,3,2,2,0,0,51,0,0,0,1,0,1
55399,59,0,35,0,5392,2,2,1,1,0,56,2,1,1,0,1,70,0,0,0,1,0,0
64090,42,1,5,2,10157,2,2,3,3,0,52,2,0,0,2,0,65,0,0,1,1,2,0
22433,47,0,19,4,7138,2,2,1,1,1,57,2,1,2,0,1,82,1,0,0,2,2,0
68848,55,0,33,2,10417,0,0,2,1,1,51,3,0,3,0,2,93,0,0,0,1,1,1
73932,38,1,3,2,10135,1,2,3,0,1,90,1,1,3,0,0,65,0,0,0,1,2,0
60349,49,1,23,0,4894,3,2,2,0,1,87,3,2,0,0,0,79,0,0,0,1,3,0
61036,55,1,9,2,9372,2,3,2,0,0,55,3,1,0,0,0,51,0,1,0,2,2,0
44200,37,0,10,0,6088,0,1,1,2,0,36,0,0,1,1,2,30,1,0,0,3,0,0
52782,55,0,15,2,12352,3,1,2,0,0,4,2,1,2,0,0,66,0,0,0,1,0,0
59519,25,1,1,2,11266,2,2,3,0,1,68,2,1,1,1,0,45,0,0,0,0,0,1
21387,43,1,2,2,8343,0,3,3,0,1,70,4,1,1,1,0,25,0,0,0,1,1,0
22208,58,0,5,4,8483,3,3,2,3,1,86,3,1,2,0,0,17,0,0,1,0,0,0
22055,58,0,31,1,4368,0,1,2,1,0,4,2,2,0,0,1,47,0,0,0,3,1,1
49335,45,1,9,0,5486,1,3,2,0,0,25,2,1,4,1,1,64,0,0,0,1,2,1
59157,41,0,23,1,4871,2,2,3,0,1,78,2,1,6,2,1,87,0,0,0,3,1,0
33624,29,1,9,1,4251,2,1,2,0,1,58,2,2,0,2,1,64,0,0,1,3,1,0
